Id,Label,timeset,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,modularity_class,indegree,outdegree,degree
1922,bohemia,,,,,,,,,,,,,,,,,28,3,16,19
1923,boi-1da,,,,,,,,,,,,,,,,,30,1,5,6
1924,youngstacpt,,,,,,,,,,,,,,,,,6,13,10,23
1925,rouge,,,,,,,,,,,,,,,,,6,5,0,5
1926,k.a.a.n.,,,,,,,,,,,,,,,,,29,10,9,19
1927,kydd,,,,,,,,,,,,,,,,,13,1,3,4
1928,sir jinx,,,,,,,,,,,,,,,,,72,6,33,39
1929,chris travis,,,,,,,,,,,,,,,,,30,5,2,7
1930,boots riley,,,,,,,,,,,,,,,,,29,3,34,37
1931,toro y moi,,,,,,,,,,,,,,,,,29,10,0,10
1932,jake la furia,,,,,,,,,,,,,,,,,30,8,10,18
1933,t-wayne,,,,,,,,,,,,,,,,,2,9,26,35
1934,boss ac,,,,,,,,,,,,,,,,,28,1,13,14
1935,valete,,,,,,,,,,,,,,,,,5,3,9,12
1936,sam the kid,,,,,,,,,,,,,,,,,29,3,4,7
1937,gabriel o pensador,,,,,,,,,,,,,,,,,28,2,9,11
1938,ron browz,,,,,,,,,,,,,,,,,29,23,17,40
1939,boyinaband,,,,,,,,,,,,,,,,,29,1,1,2
1940,dan bull,,,,,,,,,,,,,,,,,29,9,1,10
1941,mc ceja,,,,,,,,,,,,,,,,,5,7,5,12
1942,guelo star,,,,,,,,,,,,,,,,,5,8,6,14
1943,samuel,,,,,,,,,,,,,,,,,30,3,0,3
1944,heesun lee,,,,,,,,,,,,,,,,,29,5,8,13
1945,muneshine,,,,,,,,,,,,,,,,,29,11,48,59
1946,pettidee,,,,,,,,,,,,,,,,,30,5,7,12
1947,kno,,,,,,,,,,,,,,,,,29,6,4,10
1948,braintax,,,,,,,,,,,,,,,,,29,2,13,15
1949,verb t,,,,,,,,,,,,,,,,,29,10,5,15
1950,skinnyman,,,,,,,,,,,,,,,,,29,6,33,39
1951,farma g,,,,,,,,,,,,,,,,,29,3,10,13
1952,chester p,,,,,,,,,,,,,,,,,29,5,2,7
1953,brandon t. jackson,,,,,,,,,,,,,,,,,20,0,0,0
1954,brandun deshay,,,,,,,,,,,,,,,,,29,1,36,37
1955,charles hamilton,,,,,,,,,,,,,,,,,29,18,23,41
1956,brandy norwood,,,,,,,,,,,,,,,,,21,0,0,0
1957,tobe nwigwe,,,,,,,,,,,,,,,,,28,15,10,25
1958,teezo touchdown,,,,,,,,,,,,,,,,,2,9,17,26
1959,brigadier jerry,,,,,,,,,,,,,,,,,6,2,4,6
1960,christopher martin,,,,,,,,,,,,,,,,,6,5,1,6
1961,briggs,,,,,,,,,,,,,,,,,2,1,4,5
1962,mika singh,,,,,,,,,,,,,,,,,5,7,4,11
1963,kr$na,,,,,,,,,,,,,,,,,5,6,7,13
1964,yo yo honey singh,,,,,,,,,,,,,,,,,5,7,3,10
1965,raftaar,,,,,,,,,,,,,,,,,5,7,6,13
1966,xanman,,,,,,,,,,,,,,,,,2,9,4,13
1967,bronx style bob,,,,,,,,,,,,,,,,,29,2,4,6
1968,brooke candy,,,,,,,,,,,,,,,,,2,9,56,65
1969,dorian electra,,,,,,,,,,,,,,,,,2,7,12,19
1970,cupcakke,,,,,,,,,,,,,,,,,2,13,37,50
1971,loki,,,,,,,,,,,,,,,,,6,11,0,11
1972,g koop,,,,,,,,,,,,,,,,,29,2,9,11
1973,prof,,,,,,,,,,,,,,,,,2,7,31,38
1974,brother marquis,,,,,,,,,,,,,,,,,28,1,12,13
1975,fresh kid ice,,,,,,,,,,,,,,,,,72,6,15,21
1976,brymo,,,,,,,,,,,,,,,,,6,8,18,26
1977,dj caise,,,,,,,,,,,,,,,,,6,2,6,8
1978,yung l,,,,,,,,,,,,,,,,,6,15,16,31
1979,dj neptune,,,,,,,,,,,,,,,,,6,11,24,35
1980,buba corelli,,,,,,,,,,,,,,,,,5,3,9,12
1981,jala brat,,,,,,,,,,,,,,,,,5,4,5,9
1982,divine styler,,,,,,,,,,,,,,,,,28,12,87,99
1983,dash,,,,,,,,,,,,,,,,,2,2,99,101
1984,daveed diggs,,,,,,,,,,,,,,,,,29,4,21,25
1985,flying lotus,,,,,,,,,,,,,,,,,29,7,7,14
1986,bushido,,,,,,,,,,,,,,,,,5,8,3,11
1987,slava marlow,,,,,,,,,,,,,,,,,5,2,2,4
1988,morgenshtern,,,,,,,,,,,,,,,,,5,5,4,9
1989,jumpsteady,,,,,,,,,,,,,,,,,72,6,9,15
1990,shaggy 2 dope,,,,,,,,,,,,,,,,,72,8,20,28
1991,craig xen,,,,,,,,,,,,,,,,,2,8,56,64
1992,lil twist,,,,,,,,,,,,,,,,,2,8,22,30
1993,down aka kilo,,,,,,,,,,,,,,,,,72,2,14,16
1994,foesum,,,,,,,,,,,,,,,,,72,7,35,42
1995,tha chill,,,,,,,,,,,,,,,,,72,17,38,55
1996,kitty,,,,,,,,,,,,,,,,,72,7,0,7
1997,slimkid3,,,,,,,,,,,,,,,,,29,11,20,31
1998,casper,,,,,,,,,,,,,,,,,5,7,15,22
1999,mr. talkbox,,,,,,,,,,,,,,,,,30,9,17,26
2000,tablo,,,,,,,,,,,,,,,,,13,18,38,56
2001,mr. magic,,,,,,,,,,,,,,,,,28,5,10,15
2002,shady nate,,,,,,,,,,,,,,,,,72,22,25,47
2003,lsdxoxo,,,,,,,,,,,,,,,,,2,4,11,15
2004,call me ace,,,,,,,,,,,,,,,,,72,0,5,5
2005,mcgruff,,,,,,,,,,,,,,,,,29,11,100,111
2006,vakill,,,,,,,,,,,,,,,,,29,12,48,60
2007,candy ken,,,,,,,,,,,,,,,,,29,0,2,2
2008,capital steez,,,,,,,,,,,,,,,,,29,4,7,11
2009,lil snupe,,,,,,,,,,,,,,,,,28,4,39,43
2010,cardiak,,,,,,,,,,,,,,,,,22,0,0,0
2011,carman,,,,,,,,,,,,,,,,,30,0,2,2
2012,scarlxrd,,,,,,,,,,,,,,,,,2,10,2,12
2013,mike dean,,,,,,,,,,,,,,,,,2,7,10,17
2014,cash out,,,,,,,,,,,,,,,,,2,4,5,9
2015,cashis,,,,,,,,,,,,,,,,,29,0,8,8
2016,cazwell,,,,,,,,,,,,,,,,,72,4,5,9
2017,wawa,,,,,,,,,,,,,,,,,72,3,2,5
2018,nicky da b,,,,,,,,,,,,,,,,,28,5,22,27
2019,cdq,,,,,,,,,,,,,,,,,6,11,13,24
2020,cecil otter,,,,,,,,,,,,,,,,,29,5,8,13
2021,dessa,,,,,,,,,,,,,,,,,29,7,23,30
2022,mike mictlan,,,,,,,,,,,,,,,,,29,5,8,13
2023,ced-gee,,,,,,,,,,,,,,,,,23,0,0,0
2024,haystak,,,,,,,,,,,,,,,,,72,8,6,14
2025,lil ru,,,,,,,,,,,,,,,,,28,3,30,33
2026,young dre the truth,,,,,,,,,,,,,,,,,72,4,15,19
2027,karlous miller,,,,,,,,,,,,,,,,,72,4,13,17
2028,young maylay,,,,,,,,,,,,,,,,,72,5,15,20
2029,phesto,,,,,,,,,,,,,,,,,29,7,0,7
2030,yung hurn,,,,,,,,,,,,,,,,,5,4,22,26
2031,sabac red,,,,,,,,,,,,,,,,,29,33,102,135
2032,jaz-o,,,,,,,,,,,,,,,,,29,17,0,17
2033,r.a.p. ferreira,,,,,,,,,,,,,,,,,29,5,7,12
2034,yoni wolf,,,,,,,,,,,,,,,,,29,3,2,5
2035,dope knife,,,,,,,,,,,,,,,,,29,9,11,20
2036,harris,,,,,,,,,,,,,,,,,2,5,37,42
2037,promoe,,,,,,,,,,,,,,,,,5,6,1,7
2038,money-b,,,,,,,,,,,,,,,,,29,7,4,11
2039,opio,,,,,,,,,,,,,,,,,29,21,28,49
2040,j-ro,,,,,,,,,,,,,,,,,72,25,19,44
2041,champtown,,,,,,,,,,,,,,,,,24,0,0,0
2042,jay electronica,,got,never,say,well,yeah,sleep,phone,ain't,kept,that'll,us,'em,allah,might,make,2,22,176,198
2043,joey purp,,,,,,,,,,,,,,,,,2,10,31,41
2044,nico segal,,,,,,,,,,,,,,,,,2,5,13,18
2045,dax,,,,,,,,,,,,,,,,,72,14,7,21
2046,channel 7,,,,,,,,,,,,,,,,,25,0,0,0
2047,charizma,,,,,,,,,,,,,,,,,29,3,13,16
2048,charlamagne tha god,,,,,,,,,,,,,,,,,30,6,19,25
2049,destorm power,,,,,,,,,,,,,,,,,30,2,8,10
2050,uffie,,,,,,,,,,,,,,,,,2,2,4,6
2051,charlie charles,,,,,,,,,,,,,,,,,30,3,0,3
2052,cher lloyd,,,,,,,,,,,,,,,,,5,6,36,42
2053,tyla yaweh,,,,,,,,,,,,,,,,,2,15,16,31
2054,travis mills,,,,,,,,,,,,,,,,,28,2,42,44
2055,mark battles,,,,,,,,,,,,,,,,,29,19,16,35
2056,lola monroe,,,,,,,,,,,,,,,,,72,3,15,18
2057,chi ali,,,,,,,,,,,,,,,,,30,1,0,1
2058,young chop,,,,,,,,,,,,,,,,,72,13,15,28
2059,jaden smith,,,,,,,,,,,,,,,,,2,1,72,73
2060,zack fox,,,,,,,,,,,,,,,,,2,4,15,19
2061,saint jhn,,,,,,,,,,,,,,,,,2,14,21,35
2062,sasha go hard,,,,,,,,,,,,,,,,,28,8,10,18
2063,kilo ali,,,,,,,,,,,,,,,,,28,5,11,16
2064,chill rob g,,,,,,,,,,,,,,,,,29,0,25,25
2065,rm,,,,,,,,,,,,,,,,,13,6,10,16
2066,koffee,,,,,,,,,,,,,,,,,2,9,26,35
2067,chilli,,,,,,,,,,,,,,,,,72,1,4,5
2068,remble,,,,,,,,,,,,,,,,,2,5,28,33
2069,chilly chill,,,,,,,,,,,,,,,,,72,1,3,4
2070,princess superstar,,,,,,,,,,,,,,,,,29,5,7,12
2071,china mac,,,,,,,,,,,,,,,,,29,1,21,22
2072,chinko ekun,,,,,,,,,,,,,,,,,6,5,5,10
2073,laycon,,,,,,,,,,,,,,,,,6,5,12,17
2074,lil kesh,,,,,,,,,,,,,,,,,6,13,24,37
2075,vanessa mdee,,,,,,,,,,,,,,,,,6,11,32,43
2076,skread,,,,,,,,,,,,,,,,,5,5,13,18
2077,lil tracy,,,,,,,,,,,,,,,,,2,9,49,58
2078,christopher reid,,,,,,,,,,,,,,,,,26,0,0,0
2079,chynna rogers,,,,,,,,,,,,,,,,,27,0,0,0
2080,chyskillz,,,,,,,,,,,,,,,,,28,2,3,5
2081,jam master jay,,,,,,,,,,,,,,,,,28,2,3,5
2082,dj chuck chillout,,,,,,,,,,,,,,,,,28,3,6,9
2083,kangol kid,,,,,,,,,,,,,,,,,29,5,12,17
2084,father mc,,,,,,,,,,,,,,,,,28,6,31,37
2085,dmc,,,,,,,,,,,,,,,,,6,5,16,21
2086,chucky workclothes,,,,,,,,,,,,,,,,,72,4,13,17
2087,ko,,,,,,,,,,,,,,,,,2,2,28,30
2088,mr. envi',,,,,,,,,,,,,,,,,72,3,10,13
2089,citizen kay,,,,,,,,,,,,,,,,,29,0,2,2
2090,genesis owusu,,,,,,,,,,,,,,,,,29,3,3,6
2091,joey badass,,,,,,,,,,,,,,,,,2,2,54,56
2092,rejjie snow,,,,,,,,,,,,,,,,,2,5,4,9
2093,clams casino,,,,,,,,,,,,,,,,,2,10,19,29
2094,ghostemane,,,,,,,,,,,,,,,,,2,7,14,21
2095,samuel t. herring,,,,,,,,,,,,,,,,,29,3,20,23
2096,mike shinoda,,,,,,,,,,,,,,,,,2,3,20,23
2097,clementino,,,,,,,,,,,,,,,,,30,4,12,16
2098,fabri fibra,,,,,,,,,,,,,,,,,30,11,10,21
2099,j-ax,,,,,,,,,,,,,,,,,30,9,0,9
2100,clinton sparks,,,,,,,,,,,,,,,,,28,8,48,56
2101,jewell,,,,,,,,,,,,,,,,,72,3,0,3
2102,mike zombie,,,,,,,,,,,,,,,,,72,3,1,4
2103,loverance,,,,,,,,,,,,,,,,,72,6,16,22
2104,cochise,,,,,,,,,,,,,,,,,2,6,29,35
2105,snot,,,,,,,,,,,,,,,,,2,2,0,2
2106,mario judah,,,,,,,,,,,,,,,,,2,1,4,5
2107,fki 1st,,,,,,,,,,,,,,,,,2,8,20,28
2108,tyler james williams,,,,,,,,,,,,,,,,,2,1,1,2
2109,fred durst,,,,,,,,,,,,,,,,,72,6,47,53
2110,myzery,,,,,,,,,,,,,,,,,72,6,23,29
2111,el,,,,,,,,,,,,,,,,,6,5,4,9
2112,ugly god,,,,,,,,,,,,,,,,,2,7,122,129
2113,rahzel,,beat,stop,dont,mind,let,back,suga,cant,flow,know,never,sista,wrong,rahzel,shit,29,27,140,167
2114,conceited,,,,,,,,,,,,,,,,,31,0,0,0
2115,needlz,,,,,,,,,,,,,,,,,29,3,16,19
2116,pill,,,,,,,,,,,,,,,,,29,10,0,10
2117,diggy simmons,,,,,,,,,,,,,,,,,28,2,49,51
2118,really doe,,,,,,,,,,,,,,,,,28,4,24,28
2119,cool c,,,,,,,,,,,,,,,,,28,8,6,14
2120,mac lethal,,,,,,,,,,,,,,,,,29,16,15,31
2121,corpse husband,,,,,,,,,,,,,,,,,2,0,17,17
2122,lil gnar,,,,,,,,,,,,,,,,,2,23,73,96
2123,zillakami,,,,,,,,,,,,,,,,,2,15,33,48
2124,poorstacy,,,,,,,,,,,,,,,,,2,10,60,70
2125,t-bone,,,,,,,,,,,,,,,,,28,4,32,36
2126,thouxanbanfauni,,,,,,,,,,,,,,,,,2,13,7,20
2127,rmr,,,,,,,,,,,,,,,,,2,9,26,35
2128,coyote beatz,,,,,,,,,,,,,,,,,5,0,1,1
2129,lil lotus,,,,,,,,,,,,,,,,,2,3,3,6
2130,robb bank$,,,,,,,,,,,,,,,,,2,16,10,26
2131,unotheactivist,,,,,,,,,,,,,,,,,2,16,22,38
2132,dj krush,,,,,,,,,,,,,,,,,29,5,8,13
2133,louieville sluggah,,,,,,,,,,,,,,,,,29,6,1,7
2134,evil pimp,,,,,,,,,,,,,,,,,72,4,13,17
2135,kia shine,,,,,,,,,,,,,,,,,28,7,23,30
2136,lil flip,,,,,,,,,,,,,,,,,28,3,29,32
2137,criolo,,,,,,,,,,,,,,,,,5,4,5,9
2138,mano brown,,,,,,,,,,,,,,,,,5,2,7,9
2139,crooked i,,,,,,,,,,,,,,,,,29,7,31,38
2140,too short,,,,,,,,,,,,,,,,,72,5,74,79
2141,crucial star,,,,,,,,,,,,,,,,,13,6,8,14
2142,crunchy black,,,,,,,,,,,,,,,,,28,9,17,26
2143,jucee froot,,,,,,,,,,,,,,,,,28,10,9,19
2144,suga,,,,,,,,,,,,,,,,,13,8,11,19
2145,taeyeon,,,,,,,,,,,,,,,,,13,6,9,15
2146,j-hope,,,,,,,,,,,,,,,,,13,2,2,4
2147,zilla,,,,,,,,,,,,,,,,,2,6,34,40
2148,jus allah,,,,,,,,,,,,,,,,,29,20,90,110
2149,supernatural,,,,,,,,,,,,,,,,,29,19,0,19
2150,crystle lightning,,,,,,,,,,,,,,,,,32,0,0,0
2151,mv bill,,,,,,,,,,,,,,,,,5,3,2,5
2152,saucy santana,,,,,,,,,,,,,,,,,2,4,8,12
2153,currensy,,,,,,,,,,,,,,,,,29,0,3,3
2154,cyhi the prynce,,,,,,,,,,,,,,,,,2,1,112,113
2155,t-rich,,,,,,,,,,,,,,,,,2,3,42,45
2156,dusty locane,,,,,,,,,,,,,,,,,2,7,3,10
2157,d-nice,,,,,,,,,,,,,,,,,28,9,7,16
2158,more or les,,,,,,,,,,,,,,,,,29,8,17,25
2159,wordburglar,,,,,,,,,,,,,,,,,29,7,20,27
2160,kyprios,,,,,,,,,,,,,,,,,29,1,8,9
2161,jesse dangerously,,,,,,,,,,,,,,,,,29,8,6,14
2162,spoonie gee,,,,,,,,,,,,,,,,,28,4,23,27
2163,da l.e.s,,,,,,,,,,,,,,,,,6,3,3,6
2164,daddy g,,,,,,,,,,,,,,,,,33,0,0,0
2165,daddy mac,,,,,,,,,,,,,,,,,5,0,19,19
2166,ricky rick,,,,,,,,,,,,,,,,,2,2,50,52
2167,eddie dee,,,,,,,,,,,,,,,,,5,6,34,40
2168,joseline hernandez,,,,,,,,,,,,,,,,,28,3,11,14
2169,daddy x,,,,,,,,,,,,,,,,,72,2,14,16
2170,the dirtball,,,,,,,,,,,,,,,,,72,2,16,18
2171,dae dae,,,,,,,,,,,,,,,,,2,9,11,20
2172,daheala,,,,,,,,,,,,,,,,,2,0,2,2
2173,damani nkosi,,,,,,,,,,,,,,,,,29,1,8,9
2174,dame grease,,,,,,,,,,,,,,,,,29,7,44,51
2175,scrilla,,,,,,,,,,,,,,,,,2,7,4,11
2176,dj webstar,,,,,,,,,,,,,,,,,29,2,19,21
2177,dame dolla,,,,,,,,,,,,,,,,,2,0,47,47
2178,preme,,,,,,,,,,,,,,,,,2,10,90,100
2179,derrick milano,,,,,,,,,,,,,,,,,2,3,23,26
2180,traxamillion,,,,,,,,,,,,,,,,,72,7,41,48
2181,odd nosdam,,,,,,,,,,,,,,,,,29,4,11,15
2182,jel,,,,,,,,,,,,,,,,,72,5,19,24
2183,shing02,,,,,,,,,,,,,,,,,29,14,10,24
2184,joyo velarde,,,,,,,,,,,,,,,,,29,6,21,27
2185,dj mehdi,,,,,,,,,,,,,,,,,29,4,17,21
2186,dana dane,,,,,,,,,,,,,,,,,72,3,35,38
2187,sweet tee,,,,,,,,,,,,,,,,,28,7,43,50
2188,danny!,,,,,,,,,,,,,,,,,5,1,16,17
2189,lil mariko,,,,,,,,,,,,,,,,,2,3,3,6
2190,quadeca,,,,,,,,,,,,,,,,,72,2,11,13
2191,necro,,,,,,,,,,,,,,,,,29,11,8,19
2192,steele,,,,,,,,,,,,,,,,,29,12,0,12
2193,dj lethal,,,,,,,,,,,,,,,,,72,10,33,43
2194,danny rodriguez,,,,,,,,,,,,,,,,,34,0,0,0
2195,dareysteel,,,,,,,,,,,,,,,,,35,0,0,0
2196,kiing shooter,,,,,,,,,,,,,,,,,29,5,16,21
2197,watsky,,,,,,,,,,,,,,,,,29,6,22,28
2198,dumbfoundead,,,,,,,,,,,,,,,,,13,10,19,29
2199,david jude jolicoeur,,,,,,,,,,,,,,,,,29,1,13,14
2200,david rush,,,,,,,,,,,,,,,,,28,3,5,8
2201,david stones,,,,,,,,,,,,,,,,,36,0,0,0
2202,dawin,,,,,,,,,,,,,,,,,28,2,78,80
2203,dawn,,,,,,,,,,,,,,,,,13,3,0,3
2204,daye jack,,,,,,,,,,,,,,,,,28,1,10,11
2205,hi-c,,,,,,,,,,,,,,,,,72,7,0,7
2206,tonedeff,,,,,,,,,,,,,,,,,29,20,100,120
2207,dean blunt,,,,,,,,,,,,,,,,,6,0,6,6
2208,ro james,,,,,,,,,,,,,,,,,72,5,0,5
2209,dee barnes,,,,,,,,,,,,,,,,,37,0,0,0
2210,dee dee king,,,,,,,,,,,,,,,,,38,0,0,0
2211,jneiro jarel,,,,,,,,,,,,,,,,,29,6,15,21
2212,mc frontalot,,,,,,,,,,,,,,,,,29,6,20,26
2213,delyric oracle,,,,,,,,,,,,,,,,,72,0,1,1
2214,zane one,,,,,,,,,,,,,,,,,29,2,3,5
2215,hades,,,,,,,,,,,,,,,,,30,4,0,4
2216,dot da genius,,,,,,,,,,,,,,,,,2,4,7,11
2217,redveil,,,,,,,,,,,,,,,,,2,8,14,22
2218,depzman,,,,,,,,,,,,,,,,,6,2,6,8
2219,jaykae,,,,,,,,,,,,,,,,,2,15,25,40
2220,deraj,,,,,,,,,,,,,,,,,30,4,5,9
2221,tedashii,,,,,,,,,,,,,,,,,30,12,9,21
2222,lamont sincere,,,,,,,,,,,,,,,,,28,1,4,5
2223,dj whoo kid,,,,,,,,,,,,,,,,,28,13,1,14
2224,dexter,,,,,,,,,,,,,,,,,72,6,7,13
2225,diamondog,,,,,,,,,,,,,,,,,39,0,0,0
2226,kwesi arthur,,,,,,,,,,,,,,,,,6,19,13,32
2227,dj xclusive,,,,,,,,,,,,,,,,,6,1,24,25
2228,el debarge,,,,,,,,,,,,,,,,,28,9,41,50
2229,digital nas,,,,,,,,,,,,,,,,,2,1,6,7
2230,disco d,,,,,,,,,,,,,,,,,2,1,23,24
2231,naezy,,,,,,,,,,,,,,,,,5,1,6,7
2232,dj abdel,,,,,,,,,,,,,,,,,5,3,43,46
2233,gringe,,,,,,,,,,,,,,,,,5,6,22,28
2234,zoxea,,,,,,,,,,,,,,,,,5,9,31,40
2235,dj abilities,,,,,,,,,,,,,,,,,29,1,2,3
2236,dj arafat,,,,,,,,,,,,,,,,,5,5,32,37
2237,j. martins,,,,,,,,,,,,,,,,,6,2,9,11
2238,gemini major,,,,,,,,,,,,,,,,,6,12,13,25
2239,jake one,,,,,,,,,,,,,,,,,29,4,40,44
2240,dj cash money,,,,,,,,,,,,,,,,,28,1,7,8
2241,dj charlie chase,,,,,,,,,,,,,,,,,29,0,1,1
2242,lady b,,,,,,,,,,,,,,,,,28,3,0,3
2243,nitty,,,,,,,,,,,,,,,,,72,6,0,6
2244,dj crazy toones,,,,,,,,,,,,,,,,,72,0,1,1
2245,dj cuppy,,,,,,,,,,,,,,,,,40,0,0,0
2246,dj disciple,,,,,,,,,,,,,,,,,41,0,0,0
2247,dj disco wiz,,,,,,,,,,,,,,,,,28,2,3,5
2248,wordsmith,,,,,,,,,,,,,,,,,29,4,15,19
2249,red caf&#233;,,,,,,,,,,,,,,,,,28,1,29,30
2250,dj felli fel,,,,,,,,,,,,,,,,,28,5,71,76
2251,timati,,,,,,,,,,,,,,,,,28,4,10,14
2252,polow da don,,,,,,,,,,,,,,,,,28,8,124,132
2253,dj fresh,,,,,,,,,,,,,,,,,28,11,68,79
2254,dr. alban,,,,,,,,,,,,,,,,,28,9,2,11
2255,dj fuze,,,,,,,,,,,,,,,,,42,0,0,0
2256,dj head,,,,,,,,,,,,,,,,,43,0,0,0
2257,dj hurricane,,,,,,,,,,,,,,,,,29,2,13,15
2258,dj jazzy joyce,,,,,,,,,,,,,,,,,44,0,0,0
2259,dj khalil,,,,,,,,,,,,,,,,,2,2,18,20
2260,mndsgn,,,,,,,,,,,,,,,,,29,9,25,34
2261,dj kool herc,,,,,,,,,,,,,,,,,29,2,0,2
2262,dj lambo,,,,,,,,,,,,,,,,,6,3,15,18
2263,mr real,,,,,,,,,,,,,,,,,6,8,13,21
2264,dj maj,,,,,,,,,,,,,,,,,6,1,21,22
2265,eugy,,,,,,,,,,,,,,,,,6,17,8,25
2266,kery james,,,,,,,,,,,,,,,,,5,15,27,42
2267,stitches,,,,,,,,,,,,,,,,,30,2,6,8
2268,flavor flav,,,,,,,,,,,,,,,,,29,4,0,4
2269,dj run,,,,,,,,,,,,,,,,,45,0,0,0
2270,dj stretch armstrong,,,,,,,,,,,,,,,,,29,1,3,4
2271,rockwell knuckles,,,,,,,,,,,,,,,,,29,2,9,11
2272,dj skitz,,,,,,,,,,,,,,,,,46,0,0,0
2273,dj spinz,,,,,,,,,,,,,,,,,2,2,2,4
2274,nebu kiniza,,,,,,,,,,,,,,,,,2,3,9,12
2275,tm88,,,,,,,,,,,,,,,,,2,17,81,98
2276,lady,,,,,,,,,,,,,,,,,2,2,9,11
2277,dj spooky,,,,,,,,,,,,,,,,,29,3,9,12
2278,mc lars,,,,,,,,,,,,,,,,,29,8,14,22
2279,dj u-neek,,,,,,,,,,,,,,,,,28,1,1,2
2280,dj yella,,,,,,,,,,,,,,,,,28,4,45,49
2281,dj yung vamp,,,,,,,,,,,,,,,,,2,0,3,3
2282,slimka,,,,,,,,,,,,,,,,,5,5,2,7
2283,eddie kadi,,,,,,,,,,,,,,,,,6,3,2,5
2284,pappy kojo,,,,,,,,,,,,,,,,,6,3,8,11
2285,dlow,,,,,,,,,,,,,,,,,72,0,1,1
2286,doc shaw,,,,,,,,,,,,,,,,,72,1,0,1
2287,dolphin,,,,,,,,,,,,,,,,,30,0,9,9
2288,jasper dolphin,,,,,,,,,,,,,,,,,30,3,8,11
2289,left brain,,,,,,,,,,,,,,,,,30,7,18,25
2290,dominic fike,,,,,,,,,,,,,,,,,2,8,29,37
2291,dominique young unique,,,,,,,,,,,,,,,,,28,2,30,32
2292,njena reddd foxxx,,,,,,,,,,,,,,,,,28,3,1,4
2293,zebra katz,,,,,,,,,,,,,,,,,28,4,10,14
2294,thelonious martin,,,,,,,,,,,,,,,,,29,6,29,35
2295,tay walker,,,,,,,,,,,,,,,,,2,4,22,26
2296,trademark da skydiver,,,,,,,,,,,,,,,,,29,5,30,35
2297,dot rotten,,,,,,,,,,,,,,,,,6,2,0,2
2298,vico c,,,,,,,,,,,,,,,,,5,8,29,37
2299,lovebug starski,,,,,,,,,,,,,,,,,29,4,15,19
2300,popek,,,,,,,,,,,,,,,,,30,3,6,9
2301,n&#228;&#228;&#228;k,,,,,,,,,,,,,,,,,5,9,66,75
2302,jeffree star,,,,,,,,,,,,,,,,,29,1,2,3
2303,skee-lo,,,,,,,,,,,,,,,,,28,2,14,16
2304,drew deezy,,,,,,,,,,,,,,,,,72,1,32,33
2305,joey stylez,,,,,,,,,,,,,,,,,29,6,9,15
2306,inez jasper,,,,,,,,,,,,,,,,,29,1,1,2
2307,druski,,,,,,,,,,,,,,,,,47,0,0,0
2308,dub-l,,,,,,,,,,,,,,,,,28,2,18,20
2309,dum-dum,,,,,,,,,,,,,,,,,48,0,0,0
2310,kohh,,,,,,,,,,,,,,,,,6,4,1,5
2311,keith ape,,,,,,,,,,,,,,,,,2,6,26,32
2312,mc jin,,,,,,,,,,,,,,,,,30,8,24,32
2313,simon d,,,,,,,,,,,,,,,,,13,4,28,32
2314,timothy delaghetto,,,,,,,,,,,,,,,,,30,2,2,4
2315,dun deal,,,,,,,,,,,,,,,,,49,0,0,0
2316,juls,,,,,,,,,,,,,,,,,6,9,19,28
2317,dvlp,,,,,,,,,,,,,,,,,50,0,0,0
2318,maseo,,,,,,,,,,,,,,,,,29,5,7,12
2319,tray deee,,,,,,,,,,,,,,,,,72,6,67,73
2320,just-ice,,,,,,,,,,,,,,,,,29,10,0,10
2321,king t,,,,,,,,,,,,,,,,,29,1,2,3
2322,e-sens,,,,,,,,,,,,,,,,,13,0,14,14
2323,steady b,,,,,,,,,,,,,,,,,13,2,1,3
2324,early b,,,,,,,,,,,,,,,,,6,3,0,3
2325,east flatbush project,,,,,,,,,,,,,,,,,29,1,4,5
2326,eekwol,,,,,,,,,,,,,,,,,29,2,4,6
2327,kinnie starr,,,,,,,,,,,,,,,,,29,2,1,3
2328,ed lover,,,,,,,,,,,,,,,,,29,3,0,3
2329,ed o.g.,,,,,,,,,,,,,,,,,29,0,42,42
2330,edan,,,,,,,,,,,,,,,,,29,6,0,6
2331,eddie f,,,,,,,,,,,,,,,,,30,0,2,2
2332,shorty,,,,,,,,,,,,,,,,,5,7,5,12
2333,koolade,,,,,,,,,,,,,,,,,29,6,8,14
2334,target,,,,,,,,,,,,,,,,,5,3,3,6
2335,eduardo,,,,,,,,,,,,,,,,,28,0,1,1
2336,johnson,,,,,,,,,,,,,,,,,28,4,3,7
2337,egoraptor,,,,,,,,,,,,,,,,,51,0,0,0
2338,egyptian lover,,,,,,,,,,,,,,,,,29,1,5,6
2339,silla,,,,,,,,,,,,,,,,,5,3,0,3
2340,kay one,,,,,,,,,,,,,,,,,5,3,7,10
2341,mark b,,,,,,,,,,,,,,,,,28,3,126,129
2342,miryo,,,,,,,,,,,,,,,,,13,5,14,19
2343,kat deluna,,,,,,,,,,,,,,,,,28,9,7,16
2344,els,,,,,,,,,,,,,,,,,29,1,2,3
2345,emcee n.i.c.e.,,,,,,,,,,,,,,,,,52,0,0,0
2346,emile haynie,,,,,,,,,,,,,,,,,2,0,10,10
2347,emis killa,,,,,,,,,,,,,,,,,30,5,8,13
